area,circuity_avg,city,edge_density_km,edge_length_avg,edge_length_total,geoid,k_avg,m,n,nhood,node_density_km,self_loop_proportion,state,street_density_km,street_length_avg,street_length_total,street_segments_count,streets_per_intersection_avg,streets_per_intersection_counts,streets_per_intersection_proportion,time
4473420.896705936,1.091070063589856,San-Diego,17921.597905603307,125.46298994254643,80170.85057328717,0666000,4.786516853932584,639,267,Oak Park,59.68586595475714,0.003129890453834116,CA,9958.812082269775,127.65030967104059,44549.958075193164,349,2.805243445692884,"{0: 0, 1: 55, 2: 0, 3: 158, 4: 50, 5: 4}","{0: 0.0, 1: 0.20599250936329588, 2: 0.0, 3: 0.5917602996254682, 4: 0.18726591760299627, 5: 0.0149812734082397}",0.16011285781860352
3485314.627119827,1.0177851856626434,San-Diego,36287.9534649808,110.84569237488273,126474.93499974119,0666000,6.428169014084507,1141,355,Ocean Beach,101.85594070552038,0.0017528483786152498,CA,18194.87279423163,110.86513337118897,63414.856288320094,572,3.4,"{0: 0, 1: 28, 2: 0, 3: 130, 4: 196, 5: 1}","{0: 0.0, 1: 0.07887323943661972, 2: 0.0, 3: 0.36619718309859156, 4: 0.5521126760563381, 5: 0.0028169014084507044}",0.11057782173156738
6403384.638605224,1.0769638023822887,San-Diego,22702.083773379836,100.95151006860372,145370.17449878936,0666000,4.645161290322581,1440,620,Old Town,96.8237947572438,0.006944444444444444,CA,13255.973025799385,106.50325475930865,84883.094043169,797,2.7193548387096773,"{0: 0, 1: 145, 2: 8, 3: 346, 4: 118, 5: 3}","{0: 0.0, 1: 0.23387096774193547, 2: 0.012903225806451613, 3: 0.5580645161290323, 4: 0.19032258064516128, 5: 0.004838709677419355}",0.21465110778808594
8727247.089167574,1.0345017871025717,San-Diego,33047.911615396304,111.01512334431668,288417.2904485347,0666000,6.156398104265403,2598,844,Pacific Beach,96.70861743419513,0.003079291762894534,CA,17548.304596385507,112.5263704692369,153148.3902086314,1361,3.286729857819905,"{0: 0, 1: 96, 2: 2, 3: 314, 4: 428, 5: 4}","{0: 0.0, 1: 0.11374407582938388, 2: 0.002369668246445498, 3: 0.37203791469194314, 4: 0.5071090047393365, 5: 0.004739336492890996}",0.3937959671020508
2588462.9466669215,1.0798375713375834,San-Diego,17332.559983095205,134.32541702731672,44864.68928712379,0666000,4.575342465753424,334,146,Palm City,56.404129789842806,0.005988023952095809,CA,9732.10128024479,142.32307094419969,25191.183557123346,177,2.664383561643836,"{0: 0, 1: 36, 2: 0, 3: 90, 4: 17, 5: 3}","{0: 0.0, 1: 0.2465753424657534, 2: 0.0, 3: 0.6164383561643836, 4: 0.11643835616438356, 5: 0.02054794520547945}",0.06854844093322754
6246368.003517292,1.07867593287522,San-Diego,22878.51694971664,130.6285523241664,142907.63624263805,0666000,5.088372093023255,1094,430,Paradise Hills,68.84000426453734,0.0018281535648994515,CA,11701.079878612565,131.21948107785553,73089.25096036553,557,2.681395348837209,"{0: 0, 1: 106, 2: 0, 3: 251, 4: 71, 5: 2}","{0: 0.0, 1: 0.24651162790697675, 2: 0.0, 3: 0.5837209302325581, 4: 0.16511627906976745, 5: 0.004651162790697674}",0.18613147735595703
801513.1041743489,1.0058264939940407,San-Diego,32354.3614768894,95.69167786317563,25932.444700920594,0666000,5.211538461538462,271,104,Park West,129.75458474522637,0.0,CA,20272.006698539957,98.47441828357547,16248.279016789953,165,3.673076923076923,"{0: 0, 1: 5, 2: 0, 3: 20, 4: 78, 5: 1}","{0: 0.0, 1: 0.04807692307692308, 2: 0.0, 3: 0.19230769230769232, 4: 0.75, 5: 0.009615384615384616}",0.030521392822265625
34202436.98646599,1.1166371994036604,San-Diego,13989.338797736002,140.5196706936533,478469.4787118895,0666000,4.63265306122449,3405,1470,Rancho Bernadino,42.97939356139106,0.010279001468428781,CA,8067.946733199288,150.37789632284077,275943.4397524128,1835,2.501360544217687,"{0: 0, 1: 458, 2: 5, 3: 824, 4: 178, 5: 5}","{0: 0.0, 1: 0.3115646258503401, 2: 0.003401360544217687, 3: 0.5605442176870749, 4: 0.12108843537414966, 5: 0.003401360544217687}",0.6065912246704102
57406088.79119877,1.103189420970234,San-Diego,11926.708323472638,137.95399496353005,684665.6770039997,0666000,4.653539615564932,4963,2133,Rancho Penasquitos,37.15633733136373,0.006044731009470079,CA,7010.675991475998,148.1249497434658,402455.4884529966,2717,2.5700890764181903,"{0: 0, 1: 604, 2: 31, 3: 1189, 4: 298, 5: 9, 6: 2}","{0: 0.0, 1: 0.28316924519456166, 2: 0.014533520862634786, 3: 0.5574308485700891, 4: 0.13970932958274732, 5: 0.004219409282700422, 6: 0.0009376465072667605}",0.7765593528747559
1899956.5895165533,1.0516412073147767,San-Diego,27682.069291821863,121.18601373836586,52594.72996245078,0666000,5.166666666666667,434,168,Rolando,88.42307288860101,0.0,CA,15265.894534573948,122.38201230307388,29004.53691582851,237,3.1785714285714284,"{0: 0, 1: 11, 2: 0, 3: 106, 4: 50, 5: 1}","{0: 0.0, 1: 0.06547619047619048, 2: 0.0, 3: 0.6309523809523809, 4: 0.2976190476190476, 5: 0.005952380952380952}",0.05704021453857422
3271899.699930186,1.023288049357844,San-Diego,30535.94777603543,101.22650290323621,99910.55836549414,0666000,5.45303867403315,987,362,Roseville,110.63908835827827,0.0,CA,15580.873803622731,101.95811264544662,50979.05632272331,500,3.0027624309392267,"{0: 0, 1: 74, 2: 1, 3: 140, 4: 144, 5: 3}","{0: 0.0, 1: 0.20441988950276244, 2: 0.0027624309392265192, 3: 0.3867403314917127, 4: 0.39779005524861877, 5: 0.008287292817679558}",0.163130521774292
11644041.63522327,1.1190720734835724,San-Diego,11085.372728523735,127.42205487946588,129078.54159289894,0666000,4.472406181015453,1013,453,Sabre Springs,38.90401753886497,0.008884501480750246,CA,6622.213857104438,139.1865232301021,77109.33386947656,554,2.5364238410596025,"{0: 0, 1: 135, 2: 0, 3: 261, 4: 54, 5: 3}","{0: 0.0, 1: 0.2980132450331126, 2: 0.0, 3: 0.5761589403973509, 4: 0.11920529801324503, 5: 0.006622516556291391}",0.15509343147277832
10269659.155159893,1.1009480409778951,San-Diego,14751.409355301674,158.7965892423324,151491.94613718512,0666000,4.619854721549637,954,413,San Carlos,40.215550853261966,0.0020964360587002098,CA,7815.7277287701445,162.1512319676795,80264.85982400135,495,2.559322033898305,"{0: 0, 1: 128, 2: 1, 3: 209, 4: 75}","{0: 0.0, 1: 0.3099273607748184, 2: 0.002421307506053269, 3: 0.5060532687651331, 4: 0.18159806295399517}",0.1751232147216797
10525377.558391495,1.0923852054525958,San-Diego,14381.025218764264,125.40656180964666,151365.72010424352,0666000,4.5633270321361055,1207,529,San Ysidro,50.25947972557505,0.0033140016570008283,CA,8540.281068722923,127.5030960327546,89889.682703092,705,2.7448015122873346,"{0: 0, 1: 111, 2: 6, 3: 330, 4: 72, 5: 9, 6: 1}","{0: 0.0, 1: 0.20982986767485823, 2: 0.011342155009451797, 3: 0.6238185255198487, 4: 0.13610586011342155, 5: 0.017013232514177693, 6: 0.001890359168241966}",0.16861915588378906
103212051.97965747,1.1438984850132456,San-Diego,4434.015168033734,165.03563072545523,457643.8040016874,0666000,4.412092283214002,2773,1257,Scripps Ranch,12.178810283199754,0.008294266137756943,CA,2439.9759734666623,172.01839276130906,251834.92700255648,1464,2.3691328560063645,"{0: 0, 1: 454, 2: 4, 3: 687, 4: 107, 5: 3, 6: 2}","{0: 0.0, 1: 0.3611774065234686, 2: 0.0031821797931583136, 3: 0.5465393794749404, 4: 0.08512330946698489, 5: 0.002386634844868735, 6: 0.0015910898965791568}",0.5008535385131836
13427924.952963142,1.1193418523936651,San-Diego,18665.504092662915,119.57966992629008,250638.988165504,0666000,4.846242774566474,2096,865,Serra Mesa,64.41799481528382,0.004770992366412214,CA,10757.931681126056,125.07073529287038,144456.6992632653,1155,2.7583815028901735,"{0: 0, 1: 184, 2: 5, 3: 520, 4: 148, 5: 8}","{0: 0.0, 1: 0.21271676300578035, 2: 0.005780346820809248, 3: 0.6011560693641619, 4: 0.17109826589595376, 5: 0.009248554913294798}",0.36575818061828613
2976612.155514135,1.098814189811632,San-Diego,18376.99352383148,140.25944180728544,54701.18230484132,0666000,4.431818181818182,390,176,Sky Line,59.12762254698258,0.005128205128205128,CA,9392.505953846763,141.9180070708587,27957.84739295916,197,2.653409090909091,"{0: 0, 1: 42, 2: 0, 3: 111, 4: 23}","{0: 0.0, 1: 0.23863636363636365, 2: 0.0, 3: 0.6306818181818182, 4: 0.13068181818181818}",0.05003476142883301
25842597.84208681,1.125191081239386,San-Diego,9651.068142886623,118.82261684763915,249408.6727631946,0666000,4.475479744136461,2099,938,Sorrento Valley,36.296660487916945,0.007146260123868509,CA,5972.521577187443,129.5931765091865,154345.47322244113,1191,2.6492537313432836,"{0: 0, 1: 238, 2: 20, 3: 522, 4: 149, 5: 9}","{0: 0.0, 1: 0.2537313432835821, 2: 0.021321961620469083, 3: 0.5565031982942431, 4: 0.15884861407249468, 5: 0.009594882729211088}",0.34476613998413086
1517861.7334092364,1.058695592884546,San-Diego,21233.503634445064,107.0748260230236,32229.522632930104,0666000,4.703125,301,128,South Park,84.32915672266273,0.0,CA,10928.857923360982,107.71750150477901,16588.495231735968,154,2.6953125,"{0: 0, 1: 41, 2: 0, 3: 44, 4: 43}","{0: 0.0, 1: 0.3203125, 2: 0.0, 3: 0.34375, 4: 0.3359375}",0.032022953033447266
1948102.715255918,1.051195515514652,San-Diego,28269.838386212745,115.69863218493074,55072.54892002703,0666000,5.378531073446328,476,177,Southcrest,90.8576322048542,0.0,CA,14409.809248455318,114.57872866626793,28071.788523235646,245,3.0112994350282487,"{0: 0, 1: 35, 2: 0, 3: 73, 4: 66, 5: 3}","{0: 0.0, 1: 0.1977401129943503, 2: 0.0, 3: 0.4124293785310734, 4: 0.3728813559322034, 5: 0.01694915254237288}",0.10509157180786133
2334393.2458187714,1.0788022993495117,San-Diego,23284.601105123853,94.69584590833698,54355.41555138543,0666000,4.927038626609442,574,233,Talmadge,99.81180352425024,0.0,CA,12348.17579134556,97.38343974831061,28825.49816549994,296,2.7682403433476397,"{0: 0, 1: 48, 2: 0, 3: 143, 4: 42}","{0: 0.0, 1: 0.20600858369098712, 2: 0.0, 3: 0.6137339055793991, 4: 0.18025751072961374}",0.07203435897827148
26634542.840677265,1.1026759225061193,San-Diego,7434.669488846139,127.01669211478425,198019.02300694864,0666000,4.247956403269755,1559,734,Tierrasanta,27.558197803155377,0.021167415009621552,CA,4770.221104228333,147.39287512769414,127052.65836007235,862,2.4591280653950953,"{0: 0, 1: 248, 2: 2, 3: 385, 4: 97, 5: 2}","{0: 0.0, 1: 0.33787465940054495, 2: 0.0027247956403269754, 3: 0.5245231607629428, 4: 0.13215258855585832, 5: 0.0027247956403269754}",0.2586653232574463
10636878.991878347,1.080788604662081,San-Diego,2845.237262315637,432.3492066062095,30264.444462434665,0666000,4.827586206896552,70,29,Tijuana River Valley,2.726363628103937,0.0,CA,1422.6186311578138,432.349206606208,15132.22223121728,35,2.5172413793103448,"{0: 0, 1: 7, 2: 0, 3: 22}","{0: 0.0, 1: 0.2413793103448276, 2: 0.0, 3: 0.7586206896551724}",0.01300954818725586
16823356.619925898,1.0903554913465248,San-Diego,8032.07377179973,139.01897269602895,135126.44146054014,0666000,4.024844720496894,972,483,Torrey Pines,28.71008508658289,0.01131687242798354,CA,5492.879609141466,155.0481082800437,92408.67253490604,596,2.5859213250517596,"{0: 0, 1: 134, 2: 15, 3: 255, 4: 75, 5: 4}","{0: 0.0, 1: 0.2774327122153209, 2: 0.031055900621118012, 3: 0.5279503105590062, 4: 0.15527950310559005, 5: 0.008281573498964804}",0.13809704780578613
16974909.33829464,1.1178567568247197,San-Diego,19525.887374900158,101.32991988342468,331450.16793868213,0666000,4.459441036128153,3271,1467,University City,86.42166922744696,0.010700091715071844,CA,12092.527983619819,106.02766848798414,205269.56619273731,1936,2.6666666666666665,"{0: 0, 1: 370, 2: 12, 3: 842, 4: 223, 5: 20}","{0: 0.0, 1: 0.25221540558963873, 2: 0.0081799591002045, 3: 0.5739604635310157, 4: 0.1520109066121336, 5: 0.013633265167007498}",0.5438852310180664
1756181.8480762192,1.0656935240217897,San-Diego,25453.544571845025,137.54170137314836,44701.052946273216,0666000,4.887218045112782,325,133,Valencia Park,75.73247619299373,0.006153846153846154,CA,13206.744595986214,134.84561123052146,23193.445131649692,172,2.8646616541353382,"{0: 0, 1: 22, 2: 1, 3: 84, 4: 25, 5: 1}","{0: 0.0, 1: 0.16541353383458646, 2: 0.007518796992481203, 3: 0.631578947368421, 4: 0.18796992481203006, 5: 0.007518796992481203}",0.05403757095336914
3713423.630933178,1.0833619499972256,San-Diego,19034.519124068644,134.6347297500305,70683.233118766,0666000,4.605263157894737,525,228,Webster,61.39886602237836,0.0038095238095238095,CA,10079.185510982092,136.59958268992773,37428.2856570402,274,2.6403508771929824,"{0: 0, 1: 58, 2: 0, 3: 138, 4: 30, 5: 2}","{0: 0.0, 1: 0.2543859649122807, 2: 0.0, 3: 0.6052631578947368, 4: 0.13157894736842105, 5: 0.008771929824561403}",0.07353568077087402
3062310.119704946,1.0381206480783263,San-Diego,24097.273564820316,105.87277574583605,73793.32469484773,0666000,5.2209737827715355,697,267,West University Heights,87.1890793430567,0.0,CA,13631.380111824175,110.43257476715321,41743.51326198391,378,3.048689138576779,"{0: 0, 1: 36, 2: 0, 3: 147, 4: 83, 5: 1}","{0: 0.0, 1: 0.1348314606741573, 2: 0.0, 3: 0.550561797752809, 4: 0.31086142322097376, 5: 0.003745318352059925}",0.13209295272827148
9752509.117364952,1.1423145688421072,San-Diego,16766.98937049262,142.81241633754632,163520.21670649055,0666000,4.924731182795699,1145,465,Wooded Area,47.680037455390675,0.004366812227074236,CA,8565.218736963208,140.86403680347186,83532.37382445882,593,2.627956989247312,"{0: 0, 1: 121, 2: 0, 3: 275, 4: 69}","{0: 0.0, 1: 0.26021505376344084, 2: 0.0, 3: 0.5913978494623656, 4: 0.14838709677419354}",0.1531078815460205
12858625.615764128,1.0541585230404442,San-Francisco,19645.110197121216,112.67132792382336,252609.11720521195,0667000,5.195828505214369,2242,863,Bayview,67.11448219955939,0.0008920606601248885,CA,11122.21263888569,112.61131365539455,143016.36834235108,1270,3.0115874855156433,"{0: 0, 1: 147, 2: 5, 3: 422, 4: 271, 5: 16, 6: 2}","{0: 0.0, 1: 0.17033603707995365, 2: 0.005793742757821553, 3: 0.48899188876013905, 4: 0.31402085747392816, 5: 0.01853997682502897, 6: 0.002317497103128621}",0.3472449779510498
2991707.694767222,1.0280966139835377,San-Francisco,32388.738104763797,85.0725522491854,96897.63701182218,0667000,4.962962962962963,1139,459,Bernal Heights,153.42407976649395,0.001755926251097454,CA,18915.23703387319,87.73466694974316,56588.860182584336,645,2.9651416122004357,"{0: 0, 1: 66, 2: 11, 3: 259, 4: 119, 5: 4}","{0: 0.0, 1: 0.1437908496732026, 2: 0.023965141612200435, 3: 0.5642701525054467, 4: 0.25925925925925924, 5: 0.008714596949891068}",0.18114447593688965
2275865.013132553,1.0234316446912735,San-Francisco,31954.824408347657,98.67688856411475,72724.86687175257,0667000,5.171929824561404,737,285,Castro Upper Market,125.2271107273271,0.0013568521031207597,CA,18308.756393699903,97.12880678412249,41668.258110388546,429,3.2245614035087717,"{0: 0, 1: 30, 2: 1, 3: 135, 4: 113, 5: 6}","{0: 0.0, 1: 0.10526315789473684, 2: 0.0035087719298245615, 3: 0.47368421052631576, 4: 0.39649122807017545, 5: 0.021052631578947368}",0.08956289291381836
355803.6247005893,1.0002954807938034,San-Francisco,32764.47843395263,59.17624461027733,11657.720188224634,0667000,3.517857142857143,197,112,Chinatown,314.78037946985114,0.0,CA,24335.61802053881,60.12986875719922,8658.701101036688,144,2.919642857142857,"{0: 0, 1: 23, 2: 0, 3: 52, 4: 37}","{0: 0.0, 1: 0.20535714285714285, 2: 0.0, 3: 0.4642857142857143, 4: 0.33035714285714285}",0.02400064468383789
1196357.375499284,1.022529922053041,San-Francisco,26270.501702480848,91.6294707575203,31428.90846982946,0667000,4.604026845637584,343,149,Crocker Amazon,124.54472472142098,0.0,CA,14574.828624247259,91.29164251966644,17436.70372125629,191,2.966442953020134,"{0: 0, 1: 26, 2: 1, 3: 76, 4: 44, 5: 2}","{0: 0.0, 1: 0.174496644295302, 2: 0.006711409395973154, 3: 0.5100671140939598, 4: 0.2953020134228188, 5: 0.013422818791946308}",0.10008621215820312
893796.2998812711,1.1749519105374335,San-Francisco,18143.716936311277,121.9307298027682,16216.78706376817,0667000,3.8550724637681157,133,69,Diamond Heights,77.19879799140557,0.0,CA,10481.0138917662,120.10117224954912,9367.891435464831,78,2.782608695652174,"{0: 0, 1: 16, 2: 0, 3: 38, 4: 13, 5: 2}","{0: 0.0, 1: 0.2318840579710145, 2: 0.0, 3: 0.5507246376811594, 4: 0.18840579710144928, 5: 0.028985507246376812}",0.023017168045043945
1670387.8028667888,1.004751924181694,San-Francisco,22958.29932485147,80.7352908774668,38349.26316679673,0667000,3.7698412698412698,475,252,Downtown,150.86317055686538,0.0,CA,18442.404880029575,81.93076640194774,30805.96816713235,376,3.25,"{0: 0, 1: 32, 2: 4, 3: 88, 4: 126, 5: 1, 6: 1}","{0: 0.0, 1: 0.12698412698412698, 2: 0.015873015873015872, 3: 0.3492063492063492, 4: 0.5, 5: 0.003968253968253968, 6: 0.003968253968253968}",0.053520917892456055
4380654.261783924,1.0191092808759368,San-Francisco,29851.662561650617,115.21569411632633,130769.81282203039,0667000,6.037234042553192,1135,376,Excelsior,85.83192772827553,0.0,CA,15651.84841441715,116.40973932328089,68565.33646141244,589,3.2898936170212765,"{0: 0, 1: 41, 2: 1, 3: 145, 4: 186, 5: 3}","{0: 0.0, 1: 0.10904255319148937, 2: 0.0026595744680851063, 3: 0.38563829787234044, 4: 0.4946808510638298, 5: 0.007978723404255319}",0.11908245086669922
1811459.8680520528,1.027998477137045,San-Francisco,21795.962667463187,77.56878518206354,39482.51165767034,0667000,3.9153846153846152,509,260,Financial District,143.53064320414126,0.0019646365422396855,CA,16525.906638081764,79.82937775482704,29936.016658060136,375,3.1076923076923078,"{0: 0, 1: 41, 2: 1, 3: 115, 4: 95, 5: 8}","{0: 0.0, 1: 0.1576923076923077, 2: 0.0038461538461538464, 3: 0.4423076923076923, 4: 0.36538461538461536, 5: 0.03076923076923077}",0.10357284545898438
964959.730777249,1.0318538187807522,San-Francisco,31232.087511558584,97.53303157529143,30137.706756765052,0667000,4.904761904761905,309,126,Glen Park,130.57539706709875,0.0,CA,17654.956994067205,99.04838690627324,17036.322547878997,172,3.0714285714285716,"{0: 0, 1: 12, 2: 2, 3: 79, 4: 31, 5: 2}","{0: 0.0, 1: 0.09523809523809523, 2: 0.015873015873015872, 3: 0.626984126984127, 4: 0.24603174603174602, 5: 0.015873015873015872}",0.04605722427368164
2001410.0342643983,1.0140217529299285,San-Francisco,26333.64875231508,110.72359002453268,52704.428851677556,0667000,5.666666666666667,476,168,Haight Ashbury,83.9408202836092,0.0,CA,14451.629145075565,110.81852713571674,28923.635582422066,261,3.4702380952380953,"{0: 0, 1: 5, 2: 1, 3: 73, 4: 88, 5: 1}","{0: 0.0, 1: 0.02976190476190476, 2: 0.005952380952380952, 3: 0.43452380952380953, 4: 0.5238095238095238, 5: 0.005952380952380952}",0.06754803657531738
3573386.944294603,1.0095810614732443,San-Francisco,27600.988762142933,112.59019736559775,98629.01289226362,0667000,5.879194630872483,876,298,Inner Richmond,83.39427121817788,0.003424657534246575,CA,15147.566630484896,111.8349521388581,54128.11683520732,484,3.469798657718121,"{0: 0, 1: 23, 2: 2, 3: 89, 4: 180, 5: 4}","{0: 0.0, 1: 0.07718120805369127, 2: 0.006711409395973154, 3: 0.2986577181208054, 4: 0.6040268456375839, 5: 0.013422818791946308}",0.12360334396362305
3490918.431641433,1.0653216576860345,San-Francisco,26648.3947403322,124.70157154515054,93027.37237268231,0667000,5.328571428571428,746,280,Inner Sunset,80.2081187180142,0.0013404825737265416,CA,14523.931263531314,123.06276540717163,50701.85934775471,412,3.1678571428571427,"{0: 0, 1: 38, 2: 4, 3: 118, 4: 113, 5: 7}","{0: 0.0, 1: 0.1357142857142857, 2: 0.014285714285714285, 3: 0.42142857142857143, 4: 0.4035714285714286, 5: 0.025}",0.14708828926086426
9391619.085376503,1.0730583955820963,San-Francisco,16307.290230180299,96.80901274117261,153151.85815653508,0667000,4.578871201157742,1582,691,Lakeshore,73.57623789022085,0.0037926675094816687,CA,10946.503055558653,98.56700576674675,102805.38701471685,1043,3.1128798842257597,"{0: 0, 1: 52, 2: 3, 3: 461, 4: 167, 5: 6, 6: 2}","{0: 0.0, 1: 0.07525325615050651, 2: 0.004341534008683068, 3: 0.6671490593342981, 4: 0.24167872648335745, 5: 0.008683068017366137, 6: 0.002894356005788712}",0.2731914520263672
2800687.1336257122,1.0179771175839403,San-Francisco,30310.70854648059,88.89090202848911,84890.8114372071,0667000,5.536231884057971,955,345,Marina,123.18405574755151,0.0010471204188481676,CA,17328.765164418728,88.08067084865513,48532.44963760898,551,3.307246376811594,"{0: 0, 1: 31, 2: 4, 3: 144, 4: 161, 5: 4, 6: 1}","{0: 0.0, 1: 0.08985507246376812, 2: 0.011594202898550725, 3: 0.41739130434782606, 4: 0.4666666666666667, 5: 0.011594202898550725, 6: 0.002898550724637681}",0.11958551406860352
4380068.445960418,1.0073689771603216,San-Francisco,32736.840721825443,103.9808579159534,143389.60306609972,0667000,5.698347107438017,1379,484,Mission,110.50055632038719,0.0,CA,19131.35596546934,105.67042697703516,83796.64859278889,793,3.4442148760330578,"{0: 0, 1: 28, 2: 5, 3: 180, 4: 266, 5: 5}","{0: 0.0, 1: 0.05785123966942149, 2: 0.010330578512396695, 3: 0.371900826446281, 4: 0.5495867768595041, 5: 0.010330578512396695}",0.23166346549987793
954543.5575157241,1.0003792866457857,San-Francisco,29609.181254876556,85.38747193401136,28263.25321015776,0667000,4.629370629370629,331,143,Nob Hill,149.80982153624183,0.0,CA,19620.175305657423,91.80545066345292,18728.311935344394,204,3.125874125874126,"{0: 0, 1: 30, 2: 1, 3: 36, 4: 73, 5: 3}","{0: 0.0, 1: 0.2097902097902098, 2: 0.006993006993006993, 3: 0.2517482517482518, 4: 0.5104895104895105, 5: 0.02097902097902098}",0.04252982139587402
2304774.2826356166,1.0113820050900777,San-Francisco,30665.240066730257,109.91672889058663,70676.4566766472,0667000,5.766816143497758,643,223,Noe Valley,96.75567871444188,0.003110419906687403,CA,16277.44512132538,108.4272742850963,37515.83690264332,346,3.3542600896860986,"{0: 0, 1: 27, 2: 0, 3: 66, 4: 127, 5: 3}","{0: 0.0, 1: 0.1210762331838565, 2: 0.0, 3: 0.29596412556053814, 4: 0.5695067264573991, 5: 0.013452914798206279}",0.09006237983703613
1762472.888967352,1.0410740148507698,San-Francisco,24242.630966837376,79.86351371269394,42726.97983629126,0667000,4.612068965517241,535,232,North Beach,131.6332304753526,0.003738317757009346,CA,14332.232466740455,80.96208705451195,25260.17116100773,312,2.8405172413793105,"{0: 0, 1: 56, 2: 1, 3: 102, 4: 70, 5: 3}","{0: 0.0, 1: 0.2413793103448276, 2: 0.004310344827586207, 3: 0.4396551724137931, 4: 0.3017241379310345, 5: 0.01293103448275862}",0.0795736312866211
3418314.6545982887,1.0299475819278892,San-Francisco,29567.286749758467,118.07276821659948,101070.28959340916,0667000,5.35,856,320,Ocean View,93.61338329973182,0.0035046728971962616,CA,16065.8242070766,117.59752103907894,54918.042325249866,467,3.171875,"{0: 0, 1: 42, 2: 6, 3: 138, 4: 123, 5: 11}","{0: 0.0, 1: 0.13125, 2: 0.01875, 3: 0.43125, 4: 0.384375, 5: 0.034375}",0.13859796524047852
3516901.6956407884,1.024037803741387,San-Francisco,31412.930587143375,88.02883573463818,110476.18884697092,0667000,4.940944881889764,1255,508,Outer Mission,144.44532260587997,0.0015936254980079682,CA,18867.64820825371,91.77823509870174,66355.66397636136,723,3.0570866141732282,"{0: 0, 1: 72, 2: 0, 3: 265, 4: 169, 5: 2}","{0: 0.0, 1: 0.14173228346456693, 2: 0.0, 3: 0.5216535433070866, 4: 0.33267716535433073, 5: 0.003937007874015748}",0.18713140487670898
3649755.309568604,1.0047606260484978,San-Francisco,27699.068123996793,122.68788950929583,101094.82095565976,0667000,6.290076335877862,824,262,Outer Richmond,71.78563431721345,0.0024271844660194173,CA,14650.479259806756,118.8236988137876,53470.66446620442,450,3.645038167938931,"{0: 0, 1: 11, 2: 0, 3: 64, 4: 184, 5: 2, 6: 1}","{0: 0.0, 1: 0.04198473282442748, 2: 0.0, 3: 0.24427480916030533, 4: 0.7022900763358778, 5: 0.007633587786259542, 6: 0.003816793893129771}",0.14660334587097168
6363789.99255821,1.0027950386214632,San-Francisco,26650.242318505294,137.21403346743958,169596.5453657553,0667000,6.943820224719101,1236,356,Outer Sunset,55.941506620473795,0.0,CA,13881.804451849855,137.81729836089255,88340.88824933213,641,3.8286516853932584,"{0: 0, 1: 2, 2: 0, 3: 56, 4: 297, 5: 1}","{0: 0.0, 1: 0.0056179775280898875, 2: 0.0, 3: 0.15730337078651685, 4: 0.8342696629213483, 5: 0.0028089887640449437}",0.13808202743530273
1787179.9826411915,1.0035355133753507,San-Francisco,28287.937052339785,112.84739921909761,50555.63485015573,0667000,6.095238095238095,448,147,Pacific Heights,82.25248795745543,0.0,CA,15121.270530270878,111.21165433663484,27024.432003802267,243,3.639455782312925,"{0: 0, 1: 9, 2: 2, 3: 23, 4: 112, 5: 1}","{0: 0.0, 1: 0.061224489795918366, 2: 0.013605442176870748, 3: 0.1564625850340136, 4: 0.7619047619047619, 5: 0.006802721088435374}",0.09957003593444824
4027335.045358729,1.0066278937314257,San-Francisco,25045.351177329907,127.19548615356526,100866.02051977724,0667000,6.171206225680934,793,257,Parkside,63.81391096233169,0.0012610340479192938,CA,13431.389816699464,126.97818525039463,54092.70691666811,426,3.6070038910505837,"{0: 0, 1: 14, 2: 0, 3: 61, 4: 180, 5: 2}","{0: 0.0, 1: 0.054474708171206226, 2: 0.0, 3: 0.23735408560311283, 4: 0.7003891050583657, 5: 0.007782101167315175}",0.08307456970214844
3724520.0635903873,1.0202437361947765,San-Francisco,25437.856720766747,119.47516737860444,94743.80773123332,0667000,5.4878892733564015,793,289,Potrero Hill,77.5938899685797,0.005044136191677175,CA,14822.833024289313,124.62288712915513,55207.93899821572,443,3.2145328719723185,"{0: 0, 1: 39, 2: 2, 3: 111, 4: 132, 5: 5}","{0: 0.0, 1: 0.13494809688581316, 2: 0.006920415224913495, 3: 0.38408304498269896, 4: 0.45674740484429066, 5: 0.01730103806228374}",0.10357332229614258
1258859.7332440594,1.0185707236210588,San-Francisco,27529.000376162996,111.79080667745859,34655.15007001216,0667000,5.391304347826087,310,115,Presidio Heights,91.35251288374045,0.0064516129032258064,CA,14618.543623746766,108.89169187341123,18402.6959266065,169,3.3130434782608695,"{0: 0, 1: 11, 2: 1, 3: 47, 4: 53, 5: 3}","{0: 0.0, 1: 0.09565217391304348, 2: 0.008695652173913044, 3: 0.40869565217391307, 4: 0.4608695652173913, 5: 0.02608695652173913}",0.03652477264404297
1281107.055515909,1.015844918048668,San-Francisco,31180.223805062662,81.02475600249673,39945.204709230886,0667000,5.216931216931217,493,189,Russian Hill,147.52865436674114,0.0,CA,16513.262002018906,80.74525366553125,21155.256460369186,262,3.0211640211640214,"{0: 0, 1: 40, 2: 0, 3: 73, 4: 71, 5: 3, 6: 1, 7: 1}","{0: 0.0, 1: 0.21164021164021163, 2: 0.0, 3: 0.3862433862433862, 4: 0.37566137566137564, 5: 0.015873015873015872, 6: 0.005291005291005291, 7: 0.005291005291005291}",0.10407352447509766
